Ticker,Nome delle partecipazioni,% del valore di mercato,Settore,Regione,Valore di mercato,Azioni
2330,Taiwan Semiconductor Manufacturing Co. Ltd.,"8,5334%",Semiconductors,TW,"241.200.747,05 USD",9.517.000
700,Tencent Holdings Ltd.,"3,9771%",Consumer Digital Services,KY,"112.415.154,35 USD",2.444.311
9988,Alibaba Group Holding Ltd.,"2,2821%",Diversified Retailers,KY,"64.503.563,87 USD",6.737.436
RELIANCE,Reliance Industries Ltd.,"1,6151%",Oil Refining and Marketing,IN,"45.650.274,46 USD",1.331.965
HDFCBANK,HDFC Bank Ltd.,"1,4325%",Banks,IN,"40.491.359,12 USD",2.206.826
PDD,PDD Holdings Inc. ADR,"1,2709%",Consumer Digital Services,KY,"35.923.085,42 USD",239.839
3690,Meituan Dianping Class B,"1,0079%",Consumer Digital Services,KY,"28.487.945,87 USD",2.120.563
939,China Construction Bank Corp. Class H,"0,9262%",Banks,CN,"26.179.807,88 USD",36.970.000
2317,Hon Hai Precision Industry Co. Ltd.,"0,8867%",Electronic Components,TW,"25.062.838,18 USD",4.720.265
INFY,Infosys Ltd.,"0,8283%",Computer Services,IN,"23.413.688,08 USD",1.389.132
2454,MediaTek Inc.,"0,7971%",Semiconductors,TW,"22.529.199,85 USD",590.940
VALE3,Vale SA,"0,6384%",Iron and Steel,BR,"18.045.473,75 USD",1.500.701
TCS,Tata Consultancy Services Ltd.,"0,6368%",Computer Services,IN,"18.000.315,34 USD",409.297
1398,Industrial & Commercial Bank of China Ltd. Class H,"0,6201%",Banks,CN,"17.526.100,71 USD",31.021.000
PETR4,Petroleo Brasileiro SA Preference Shares,"0,5822%",Integrated Oil and Gas,BR,"16.455.223,04 USD",2.229.600
1120,Al Rajhi Bank,"0,5609%",Banks,SA,"15.855.428,00 USD",781.458
3988,Bank of China Ltd. Class H,"0,5516%",Banks,CN,"15.592.463,59 USD",32.969.000
BHARTIARTL,Bharti Airtel Ltd.,"0,5503%",Telecommunications Services,IN,"15.554.864,87 USD",945.827
NPN,Naspers Ltd.,"0,5039%",Consumer Digital Services,ZA,"14.243.596,88 USD",71.928
9618,JD.com Inc.,"0,4829%",Diversified Retailers,KY,"13.650.267,16 USD",937.584
1810,Xiaomi Corp. Class B,"0,4603%",Telecommunications Equipment,KY,"13.010.544,08 USD",5.823.000
ICICIBANK,ICICI Bank Ltd.,"0,4556%",Banks,IN,"12.877.229,40 USD",958.814
AXISBANK,Axis Bank Ltd.,"0,446%",Banks,IN,"12.607.029,37 USD",905.498
9999,NetEase Inc.,"0,4442%",Electronic Entertainment,KY,"12.556.163,79 USD",713.890
BBCA,Bank Central Asia Tbk PT,"0,4423%",Banks,ID,"12.501.218,46 USD",21.961.600
2318,Ping An Insurance Group Co. of China Ltd.,"0,4399%",Life Insurance,CN,"12.433.704,87 USD",2.459.500
LT,Larsen & Toubro Ltd.,"0,416%",Engineering and Contracting Services,IN,"11.757.365,39 USD",267.463
ITUB4,Itau Unibanco Holding SA Preference Shares,"0,4009%",Banks,BR,"11.332.271,60 USD",1.919.456
PETR3,Petroleo Brasileiro SA,"0,40%",Integrated Oil and Gas,BR,"11.305.088,35 USD",1.459.898
M&M,Mahindra & Mahindra Ltd.,"0,3961%",Automobiles,IN,"11.196.617,55 USD",372.906
1211,BYD Co. Ltd. Class H,"0,384%",Automobiles,CN,"10.852.773,56 USD",386.635
GFNORTEO,Grupo Financiero Banorte SAB de CV,"0,3834%",Banks,MX,"10.835.668,86 USD",1.146.529
9888,Baidu Inc.,"0,3757%",Consumer Digital Services,KY,"10.618.318,62 USD",888.458
9961,Trip.com Group Ltd.,"0,3725%",Travel and Tourism,KY,"10.529.078,77 USD",210.349
1180,Saudi National Bank,"0,3703%",Banks,SA,"10.467.480,98 USD",1.159.834
HINDUNILVR,Hindustan Unilever Ltd.,"0,344%",Personal Products,IN,"9.722.654,57 USD",348.452
KFH,Kuwait Finance House KSCP,"0,339%",Banks,KW,"9.581.188,76 USD",4.028.693
2222,Saudi Arabian Oil Co.,"0,3317%",Integrated Oil and Gas,SA,"9.374.622,87 USD",1.212.462
2382,Quanta Computer Inc.,"0,3169%",Computer Hardware,TW,"8.957.399,52 USD",1.059.000
2082,ACWA Power Co.,"0,3161%",Conventional Electricity,SA,"8.933.758,50 USD",83.270
NBK,National Bank of Kuwait SAKP,"0,3095%",Banks,KW,"8.746.916,96 USD",3.132.866
2308,Delta Electronics Inc.,"0,3039%",Electrical Components,TW,"8.590.247,42 USD",856.223
857,PetroChina Co. Ltd. Class H,"0,2994%",Integrated Oil and Gas,CN,"8.463.734,85 USD",8.308.000
TATAMOTORS,Tata Motors Ltd.,"0,2933%",Automobiles,IN,"8.289.802,51 USD",749.686
AMXB,America Movil SAB de CV Class B,"0,2929%",Telecommunications Services,MX,"8.278.956,65 USD",8.969.834
FEMSAUBD,Fomento Economico Mexicano SAB de CV,"0,2911%",Soft Drinks,MX,"8.226.751,42 USD",721.793
NTPC,NTPC Ltd.,"0,2892%",Conventional Electricity,IN,"8.175.292,92 USD",1.900.841
600519,Kweichow Moutai Co. Ltd. Class A,"0,2837%",Distillers and Vintners,CN,"8.017.763,95 USD",35.350
MARUTI,Maruti Suzuki India Ltd.,"0,2826%",Automobiles,IN,"7.987.602,43 USD",53.772
BAJFINANCE,Bajaj Finance Ltd.,"0,2806%",Consumer Lending,IN,"7.930.721,93 USD",98.838
2891,CTBC Financial Holding Co. Ltd.,"0,2801%",Banks,TW,"7.916.156,44 USD",7.243.954
2303,United Microelectronics Corp.,"0,2794%",Semiconductors,TW,"7.896.678,40 USD",4.651.000
GMEXICOB,Grupo Mexico SAB de CV Class B,"0,2705%",Nonferrous Metals,MX,"7.646.369,58 USD",1.245.676
WALMEX*,Wal-Mart de Mexico SAB de CV,"0,2685%",Diversified Retailers,MX,"7.588.087,34 USD",2.029.858
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,"0,2671%",Pharmaceuticals,IN,"7.549.030,95 USD",431.653
BBRI,Bank Rakyat Indonesia Persero Tbk PT,"0,2632%",Banks,ID,"7.440.178,18 USD",27.857.810
1024,Kuaishou Technology,"0,2605%",Consumer Digital Services,KY,"7.362.052,70 USD",1.038.700
2010,Saudi Basic Industries Corp.,"0,2564%",Chemicals: Diversified,SA,"7.247.952,65 USD",357.696
SBIN,State Bank of India,"0,2494%",Banks,IN,"7.050.796,46 USD",708.784
2881,Fubon Financial Holding Co. Ltd.,"0,2447%",Life Insurance,TW,"6.916.274,40 USD",3.052.395
7010,Saudi Telecom Co.,"0,2423%",Telecommunications Services,SA,"6.849.348,65 USD",713.607
FSR,FirstRand Ltd.,"0,2415%",Banks,ZA,"6.826.175,54 USD",1.977.228
TATASTEEL,Tata Steel Ltd.,"0,2379%",Iron and Steel,IN,"6.725.277,41 USD",3.357.460
HCLTECH,HCL Technologies Ltd.,"0,2358%",Computer Services,IN,"6.665.197,82 USD",420.174
3711,ASE Technology Holding Co. Ltd.,"0,2332%",Production Technology Equipment,TW,"6.590.122,74 USD",1.359.748
3968,China Merchants Bank Co. Ltd. Class H,"0,2329%",Banks,CN,"6.583.395,71 USD",1.480.006
QNBK,Qatar National Bank QPSC,"0,2312%",Banks,QA,"6.534.022,25 USD",1.762.250
TITAN,Titan Co. Ltd.,"0,2279%",Luxury Items,IN,"6.440.320,27 USD",165.823
1088,China Shenhua Energy Co. Ltd. Class H,"0,2277%",Coal,CN,"6.437.095,36 USD",1.327.000
BMRI,Bank Mandiri Persero Tbk PT,"0,2263%",Banks,ID,"6.397.270,15 USD",17.619.600
2882,Cathay Financial Holding Co. Ltd.,"0,2218%",Life Insurance,TW,"6.269.011,63 USD",3.613.494
POWERGRID,Power Grid Corp. of India Ltd.,"0,2185%",Conventional Electricity,IN,"6.175.559,13 USD",1.662.844
ASIANPAINT,Asian Paints Ltd.,"0,2182%",Paints and Coatings,IN,"6.167.339,40 USD",178.674
MAYBANK,Malayan Banking Bhd.,"0,2158%",Banks,MY,"6.098.834,28 USD",2.890.958
386,China Petroleum & Chemical Corp. Class H,"0,2143%",Oil Refining and Marketing,CN,"6.057.611,64 USD",9.554.600
EAND,Emirates Telecommunications Group Co. PJSC,"0,214%",Telecommunications Services,AE,"6.049.787,42 USD",1.380.197
ITC,ITC Ltd.,"0,2112%",Tobacco,IN,"5.968.964,01 USD",1.168.336
1211,Saudi Arabian Mining Co.,"0,2097%",General Mining,SA,"5.928.460,07 USD",481.296
2412,Chunghwa Telecom Co. Ltd.,"0,2083%",Telecommunications Services,TW,"5.887.510,03 USD",1.490.000
ADANIENT,Adani Enterprises Ltd.,"0,2004%",Diversified Industrials,IN,"5.665.445,35 USD",138.626
ZOMATO,Zomato Ltd.,"0,1987%",Consumer Digital Services,IN,"5.616.857,54 USD",2.617.059
EMAAR,Emaar Properties PJSC,"0,1973%",Real Estate Holding and Development,AE,"5.576.245,59 USD",2.673.868
FAB,First Abu Dhabi Bank PJSC,"0,1961%",Banks,AE,"5.542.396,97 USD",1.754.957
2886,Mega Financial Holding Co. Ltd.,"0,1941%",Banks,TW,"5.486.188,67 USD",4.551.078
ULTRACEMCO,UltraTech Cement Ltd.,"0,1934%",Cement,IN,"5.465.144,09 USD",46.007
GFI,Gold Fields Ltd.,"0,1923%",Gold Mining,ZA,"5.434.652,93 USD",349.600
9987,Yum China Holdings Inc.,"0,1911%",Restaurants and Bars,US,"5.402.050,43 USD",156.064
COALINDIA,Coal India Ltd.,"0,1896%",Coal,IN,"5.357.983,74 USD",910.500
2020,ANTA Sports Products Ltd.,"0,1876%",Clothing and Accessories,KY,"5.303.584,78 USD",498.400
2884,E.Sun Financial Holding Co. Ltd.,"0,1858%",Banks,TW,"5.252.359,01 USD",5.949.123
JIOFIN,Jio Financial Services Ltd.,"0,1829%",Investment Services,IN,"5.170.378,87 USD",1.253.312
BEL,Bharat Electronics Ltd.,"0,181%",Defense,IN,"5.114.770,49 USD",1.442.596
ADANIPORTS,Adani Ports & Special Economic Zone Ltd.,"0,18%",Transportation Services,IN,"5.087.203,92 USD",295.419
SBK,Standard Bank Group Ltd.,"0,1784%",Banks,ZA,"5.041.155,90 USD",529.704
1288,Agricultural Bank of China Ltd. Class H,"0,178%",Banks,CN,"5.030.801,38 USD",12.036.000
PTT-F,PTT PCL (Foreign),"0,1777%",Integrated Oil and Gas,TH,"5.023.684,43 USD",5.643.400
BBDC4,Banco Bradesco SA Preference Shares,"0,1772%",Banks,BR,"5.007.396,33 USD",2.077.200
PBBANK,Public Bank Bhd. (Local),"0,174%",Banks,MY,"4.918.345,02 USD",5.646.500
ONGC,Oil & Natural Gas Corp. Ltd.,"0,1732%",Oil: Crude Producers,IN,"4.894.879,84 USD",1.545.609
9901,New Oriental Education & Technology Group Inc.,"0,1729%",Education Services,KY,"4.885.983,18 USD",603.390
2899,Zijin Mining Group Co. Ltd. Class H,"0,1713%",Gold Mining,CN,"4.841.480,95 USD",2.290.000
2885,Yuanta Financial Holding Co. Ltd.,"0,1668%",Investment Services,TW,"4.714.322,90 USD",4.825.143
HINDALCO,Hindalco Industries Ltd.,"0,1644%",Aluminum,IN,"4.647.257,72 USD",562.722
CIMB,CIMB Group Holdings Bhd.,"0,1644%",Banks,MY,"4.645.736,14 USD",3.197.000
1216,Uni-President Enterprises Corp.,"0,1639%",Food Products,TW,"4.633.428,41 USD",1.876.191
B3SA3,B3 SA - Brasil Bolsa Balcao,"0,16%",Investment Services,BR,"4.521.367,62 USD",2.220.900
HAL,Hindustan Aeronautics Ltd.,"0,1598%",Aerospace,IN,"4.518.168,86 USD",75.824
CEMEXCPO,Cemex SAB de CV,"0,1595%",Cement,MX,"4.509.386,43 USD",6.012.574
GRASIM,Grasim Industries Ltd.,"0,1583%",Cement,IN,"4.474.399,64 USD",161.245
2357,Asustek Computer Inc.,"0,1574%",Computer Hardware,TW,"4.449.990,74 USD",281.000
OTP,OTP Bank Nyrt,"0,1562%",Banks,HU,"4.413.950,18 USD",91.618
2015,Li Auto Inc. Class A,"0,1512%",Automobiles,KY,"4.273.933,48 USD",427.850
JSWSTEEL,JSW Steel Ltd.,"0,1506%",Iron and Steel,IN,"4.256.399,13 USD",403.483
BEKE,KE Holdings Inc. ADR,"0,1499%",Real Estate Services,KY,"4.235.678,06 USD",249.598
3034,Novatek Microelectronics Corp.,"0,149%",Semiconductors,TW,"4.210.347,60 USD",230.000
WEGE3,WEG SA,"0,1487%",Machinery: Industrial,BR,"4.202.605,06 USD",588.236
ADANIPOWER,Adani Power Ltd.,"0,1468%",Conventional Electricity,IN,"4.149.304,31 USD",458.253
2628,China Life Insurance Co. Ltd. Class H,"0,1452%",Life Insurance,CN,"4.104.359,39 USD",2.898.000
TENAGA,Tenaga Nasional Bhd.,"0,1438%",Conventional Electricity,MY,"4.064.091,78 USD",1.467.000
1150,Alinma Bank,"0,1419%",Banks,SA,"4.010.805,24 USD",491.612
NESTLEIND,Nestle India Ltd.,"0,1414%",Food Products,IN,"3.995.737,42 USD",141.632
TRENT,Trent Ltd.,"0,1412%",Diversified Retailers,IN,"3.990.275,24 USD",73.056
1109,China Resources Land Ltd.,"0,1409%",Real Estate Holding and Development,KY,"3.982.715,79 USD",1.097.119
ANG,Anglogold Ashanti plc,"0,1401%",Gold Mining,GB,"3.958.601,85 USD",166.586
3231,Wistron Corp.,"0,1392%",Computer Hardware,TW,"3.934.586,90 USD",1.138.009
1060,Saudi Awwal Bank,"0,1371%",Banks,SA,"3.875.869,73 USD",379.562
ITSA4,Itausa - Investimentos Itau SA Preference Shares,"0,1368%",Diversified Financial Services,BR,"3.866.831,98 USD",2.088.745
1010,Riyad Bank,"0,1362%",Banks,SA,"3.848.671,13 USD",591.607
ADANIGREEN,Adani Green Energy Ltd.,"0,136%",Alternative Electricity,IN,"3.843.346,08 USD",168.108
CPI,Capitec Bank Holdings Ltd.,"0,1351%",Banks,ZA,"3.817.360,01 USD",33.744
ABEV3,Ambev SA,"0,1307%",Brewers,BR,"3.693.329,66 USD",1.679.203
9633,Nongfu Spring Co. Ltd.,"0,1295%",Soft Drinks,CN,"3.659.445,12 USD",688.200
CPALL-F,CP ALL PCL (Foreign),"0,1294%",Food Retailers and Wholesalers,TH,"3.658.963,03 USD",2.341.100
2892,First Financial Holding Co. Ltd.,"0,129%",Banks,TW,"3.645.439,36 USD",4.294.195
TME,Tencent Music Entertainment Group ADR,"0,1273%",Entertainment,KY,"3.597.356,40 USD",248.952
TECHM,Tech Mahindra Ltd.,"0,1271%",Computer Services,IN,"3.591.694,42 USD",244.050
2002,China Steel Corp.,"0,1264%",Iron and Steel,TW,"3.572.562,63 USD",4.872.825
CIPLA,Cipla Ltd./India,"0,1261%",Pharmaceuticals,IN,"3.564.025,55 USD",205.565
2328,PICC Property & Casualty Co. Ltd. Class H,"0,1241%",Property and Casualty Insurance,CN,"3.508.080,79 USD",2.701.274
TATAPOWER,Tata Power Co. Ltd.,"0,1234%",Conventional Electricity,IN,"3.489.170,55 USD",666.847
BBAS3,Banco do Brasil SA,"0,1234%",Banks,BR,"3.489.168,07 USD",676.200
PFC,Power Finance Corp. Ltd.,"0,1225%",Consumer Lending,IN,"3.461.747,17 USD",586.773
ELET3,Centrais Eletricas Brasileiras SA,"0,1218%",Alternative Electricity,BR,"3.442.130,55 USD",520.015
300750,Contemporary Amperex Technology Co. Ltd. Class A,"0,1212%",Electrical Components,CN,"3.425.124,45 USD",125.878
QIBK,Qatar Islamic Bank SAQ,"0,1201%",Banks,QA,"3.394.059,32 USD",718.475
DRREDDY,Dr Reddy's Laboratories Ltd.,"0,1195%",Pharmaceuticals,IN,"3.378.540,14 USD",48.691
5880,Taiwan Cooperative Financial Holding Co. Ltd.,"0,1187%",Banks,TW,"3.356.296,24 USD",4.255.337
1303,Nan Ya Plastics Corp.,"0,1186%",Chemicals: Diversified,TW,"3.351.810,21 USD",2.040.950
6690,Haier Smart Home Co. Ltd. Class A,"0,1185%",Household Appliance,CN,"3.349.690,35 USD",926.000
2345,Accton Technology Corp.,"0,1183%",Telecommunications Equipment,TW,"3.345.063,90 USD",215.000
2890,SinoPac Financial Holdings Co. Ltd.,"0,1179%",Banks,TW,"3.331.618,00 USD",4.682.188
TLKM,Telkom Indonesia Persero Tbk PT,"0,1158%",Telecommunications Services,ID,"3.272.199,38 USD",18.335.600
INDIGO,InterGlobe Aviation Ltd.,"0,1155%",Airlines,IN,"3.264.168,08 USD",65.042
TATACONSUM,Tata Consumer Products Ltd.,"0,1148%",Soft Drinks,IN,"3.245.228,42 USD",255.490
IOC,Indian Oil Corp. Ltd.,"0,1142%",Oil Refining and Marketing,IN,"3.227.252,33 USD",1.658.761
HEROMOTOCO,Hero MotoCorp Ltd.,"0,1141%",Recreational Vehicles and Boats,IN,"3.224.557,56 USD",52.574
BIMBOA,Grupo Bimbo SAB de CV Class A,"0,1139%",Food Products,MX,"3.220.774,84 USD",860.901
RECLTD,REC Ltd.,"0,1138%",Consumer Lending,IN,"3.216.884,81 USD",499.335
2379,Realtek Semiconductor Corp.,"0,1133%",Semiconductors,TW,"3.203.622,89 USD",191.120
SHRIRAMFIN,Shriram Finance Ltd.,"0,1127%",Consumer Lending,IN,"3.184.533,26 USD",112.919
EICHERMOT,Eicher Motors Ltd.,"0,1122%",Recreational Vehicles and Boats,IN,"3.172.673,95 USD",55.948
VBL,Varun Beverages Ltd.,"0,1118%",Soft Drinks,IN,"3.159.630,09 USD",184.846
2880,Hua Nan Financial Holdings Co. Ltd.,"0,1116%",Banks,TW,"3.153.036,83 USD",4.085.579
BPAC11,Banco BTG Pactual SA,"0,1113%",Asset Managers and Custodians,BR,"3.144.929,55 USD",523.244
1179,H World Group Ltd.,"0,1108%",Hotels and Motels,KY,"3.132.137,00 USD",862.810
BDMS-F,Bangkok Dusit Medical Services PCL,"0,1108%",Health Care Facilities,TH,"3.131.897,25 USD",4.267.500
MTN,MTN Group Ltd.,"0,1096%",Telecommunications Services,ZA,"3.098.335,42 USD",710.869
EMIRATESNBD,Emirates NBD Bank PJSC,"0,1079%",Banks,AE,"3.048.842,30 USD",720.164
DMART,Avenue Supermarts Ltd.,"0,1064%",Diversified Retailers,IN,"3.006.769,72 USD",58.338
2313,Shenzhou International Group Holdings Ltd.,"0,1059%",Clothing and Accessories,KY,"2.992.637,99 USD",299.392
BPCL,Bharat Petroleum Corp. Ltd.,"0,1055%",Oil Refining and Marketing,IN,"2.981.038,88 USD",396.354
WIPRO,Wipro Ltd.,"0,1052%",Computer Services,IN,"2.972.649,27 USD",566.250
AOT-F,Airports of Thailand PCL (Foreign),"0,1049%",Transportation Services,TH,"2.965.724,38 USD",1.678.600
GAPB,Grupo Aeroportuario del Pacifico SAB de CV Class B,"0,1045%",Transportation Services,MX,"2.955.015,35 USD",157.780
SIEMENS,Siemens Ltd.,"0,1042%",Diversified Industrials,IN,"2.944.158,96 USD",35.269
JBSS3,JBS S/A,"0,1034%",Food Products,BR,"2.921.532,58 USD",532.425
1301,Formosa Plastics Corp.,"0,1032%",Plastics,TW,"2.916.547,88 USD",1.446.840
BID,Bid Corp. Ltd.,"0,1031%",Food Retailers and Wholesalers,ZA,"2.914.447,02 USD",131.954
BRITANNIA,Britannia Industries Ltd.,"0,103%",Food Products,IN,"2.910.498,88 USD",46.902
BAJAJ-AUTO,Bajaj Auto Ltd.,"0,1027%",Recreational Vehicles and Boats,IN,"2.902.352,94 USD",26.667
2327,Yageo Corp.,"0,1023%",Electronic Components,TW,"2.892.331,42 USD",141.532
3037,Unimicron Technology Corp.,"0,1022%",Electronic Components,TW,"2.890.118,54 USD",513.000
6160,BeiGene Ltd.,"0,1006%",Biotechnology,KY,"2.842.120,70 USD",251.100
688,China Overseas Land & Investment Ltd.,"0,1003%",Real Estate Holding and Development,HK,"2.834.633,50 USD",1.504.500
2301,Lite-On Technology Corp.,"0,0999%",Computer Hardware,TW,"2.822.334,61 USD",850.481
1093,CSPC Pharmaceutical Group Ltd.,"0,0997%",Pharmaceuticals,HK,"2.818.292,59 USD",3.325.564
3008,Largan Precision Co. Ltd.,"0,0994%",Electronic Components,TW,"2.809.162,19 USD",40.000
600036,China Merchants Bank Co. Ltd. Class A,"0,0993%",Banks,CN,"2.806.847,60 USD",595.100
BAJAJFINSV,Bajaj Finserv Ltd.,"0,0992%",Full Line Insurance,IN,"2.803.593,91 USD",153.094
2688,ENN Energy Holdings Ltd.,"0,0986%",Gas Distribution,KY,"2.787.037,52 USD",304.100
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,"0,0984%",Health Care Facilities,IN,"2.780.416,53 USD",39.746
SBILIFE,SBI Life Insurance Co. Ltd.,"0,0981%",Life Insurance,IN,"2.772.476,12 USD",166.923
BZ,Kanzhun Ltd. ADR,"0,0979%",Business Training and Employment Agencie,KY,"2.766.537,50 USD",130.190
VEDL,Vedanta Ltd.,"0,0976%",General Mining,IN,"2.758.307,20 USD",511.643
RENT3,Localiza Rent a Car SA,"0,0967%",Rental and Leasing Services: Consumer,BR,"2.732.009,46 USD",336.041
2883,China Development Financial Holding Corp.,"0,0956%",Life Insurance,TW,"2.701.978,99 USD",6.207.653
2601,China Pacific Insurance Group Co. Ltd. Class H,"0,0946%",Life Insurance,CN,"2.674.332,61 USD",1.025.600
2887,Taishin Financial Holding Co. Ltd.,"0,0941%",Banks,TW,"2.659.900,23 USD",4.682.870
175,Geely Automobile Holdings Ltd.,"0,0941%",Automobiles,KY,"2.658.816,88 USD",2.196.500
BIMAS.E,BIM Birlesik Magazalar AS,"0,0939%",Food Retailers and Wholesalers,TR,"2.653.145,91 USD",178.033
ASURB,Grupo Aeroportuario del Sureste SAB de CV Class B,"0,0936%",Transportation Services,MX,"2.646.901,03 USD",78.815
2020,SABIC Agri-Nutrients Co.,"0,0933%",Fertilizers,SA,"2.638.370,44 USD",93.356
9866,NIO Inc. Class A,"0,0932%",Automobiles,KY,"2.635.244,66 USD",503.454
DIVISLAB,Divi's Laboratories Ltd.,"0,093%",Pharmaceuticals,IN,"2.628.967,77 USD",50.948
4938,Pegatron Corp.,"0,0928%",Computer Hardware,TW,"2.624.313,14 USD",802.000
SLM,Sanlam Ltd.,"0,0927%",Life Insurance,ZA,"2.620.886,23 USD",696.566
1801,Innovent Biologics Inc.,"0,0925%",Biotechnology,KY,"2.615.666,38 USD",581.343
5871,Chailease Holding Co. Ltd.,"0,0924%",Consumer Lending,KY,"2.612.308,21 USD",556.731
ETE,National Bank of Greece SA,"0,0923%",Banks,GR,"2.608.603,05 USD",301.117
AKBNK.E,Akbank TAS,"0,0921%",Banks,TR,"2.603.303,44 USD",1.262.808
SUZB3,Suzano SA,"0,0918%",Paper,BR,"2.595.795,20 USD",280.146
6669,Wiwynn Corp.,"0,0917%",Computer Hardware,TW,"2.592.455,39 USD",34.000
2603,Evergreen Marine Corp. Taiwan Ltd.,"0,0916%",Marine Transportation,TW,"2.590.305,37 USD",398.624
1101,Taiwan Cement Corp.,"0,0915%",Cement,TW,"2.585.592,89 USD",2.538.112
HDFCLIFE,HDFC Life Insurance Co. Ltd.,"0,0913%",Life Insurance,IN,"2.580.837,49 USD",391.790
CEZ,Cez As,"0,0908%",Conventional Electricity,CZ,"2.567.720,64 USD",61.610
GAIL,GAIL India Ltd.,"0,0907%",Oil Refining and Marketing,IN,"2.562.305,10 USD",1.046.886
600900,China Yangtze Power Co. Ltd. Class A,"0,0899%",Alternative Electricity,CN,"2.540.181,42 USD",693.796
ADCB,Abu Dhabi Commercial Bank PJSC,"0,0898%",Banks,AE,"2.538.195,45 USD",1.195.246
SUZLON,Suzlon Energy Ltd.,"0,0897%",Renewable Energy Equipment,IN,"2.534.871,25 USD",4.440.480
KCHOL.E,KOC Holding AS,"0,0896%",Integrated Oil and Gas,TR,"2.533.209,86 USD",342.539
SHP,Shoprite Holdings Ltd.,"0,0895%",Food Retailers and Wholesalers,ZA,"2.531.089,39 USD",190.853
SQM-B,Sociedad Quimica y Minera de Chile SA Preference Shares Class B,"0,0893%",Chemicals: Diversified,CL,"2.524.309,23 USD",53.932
ICT,International Container Terminal Services Inc.,"0,0893%",Transportation Services,PH,"2.523.065,07 USD",432.230
ABG,Absa Group Ltd.,"0,0891%",Banks,ZA,"2.517.924,63 USD",317.800
3017,Asia Vital Components Co. Ltd.,"0,089%",Computer Hardware,TW,"2.516.330,18 USD",106.000
TVSMOTOR,TVS Motor Co. Ltd.,"0,0889%",Recreational Vehicles and Boats,IN,"2.513.083,80 USD",96.258
291,China Resources Beer Holdings Co. Ltd.,"0,0885%",Brewers,HK,"2.500.578,60 USD",624.016
2207,Hotai Motor Co. Ltd.,"0,0883%",Specialty Retailers,TW,"2.495.500,40 USD",131.660
3661,Alchip Technologies Ltd.,"0,0878%",Semiconductors,KY,"2.480.706,30 USD",28.000
ADVANC-F,Advanced Info Service PCL (Foreign),"0,0877%",Telecommunications Services,TH,"2.478.597,44 USD",449.200
267,CITIC Ltd.,"0,0871%",Diversified Industrials,HK,"2.460.876,73 USD",2.437.000
DLF,DLF Ltd.,"0,0862%",Real Estate Holding and Development,IN,"2.437.483,74 USD",249.445
CHOLAFIN,Cholamandalam Investment and Finance Co. Ltd.,"0,0862%",Consumer Lending,IN,"2.435.906,64 USD",163.829
MAXHEALTH,Max Healthcare Institute Ltd.,"0,085%",Health Care Facilities,IN,"2.402.760,77 USD",266.775
YMM,Full Truck Alliance Co. Ltd. ADR,"0,0844%",Transportation Services,KY,"2.384.360,16 USD",269.724
4013,Dr Sulaiman Al Habib Medical Services Group Co.,"0,0837%",Health Care Facilities,SA,"2.365.011,01 USD",33.074
CUMMINSIND,Cummins India Ltd.,"0,083%",Machinery: Engines,IN,"2.347.090,37 USD",55.167
1658,Postal Savings Bank of China Co. Ltd. Class H,"0,0828%",Banks,CN,"2.339.906,82 USD",4.151.000
2331,Li Ning Co. Ltd.,"0,0823%",Clothing and Accessories,KY,"2.327.123,76 USD",894.639
EUROB,Eurobank Ergasias Services and Holdings SA,"0,0815%",Banks,GR,"2.302.826,35 USD",1.054.298
3045,Taiwan Mobile Co. Ltd.,"0,0811%",Telecommunications Services,TW,"2.292.770,27 USD",704.000
PTTEP-F,PTT Exploration & Production PCL (Foreign),"0,0807%",Oil: Crude Producers,TH,"2.280.418,10 USD",544.783
2319,China Mengniu Dairy Co. Ltd.,"0,0798%",Food Products,KY,"2.256.273,02 USD",1.229.221
AMBUJACEM,Ambuja Cements Ltd.,"0,0797%",Cement,IN,"2.252.078,15 USD",296.481
KOTAKBANK,Kotak Mahindra Bank Ltd.,"0,0795%",Banks,IN,"2.248.102,77 USD",111.671
000858,Wuliangye Yibin Co. Ltd. Class A,"0,0795%",Distillers and Vintners,CN,"2.246.535,82 USD",111.300
YESBANK,Yes Bank Ltd.,"0,0794%",Banks,IN,"2.245.488,58 USD",8.149.293
HAVELLS,Havells India Ltd.,"0,0792%",Electrical Components,IN,"2.239.644,39 USD",98.016
NED,Nedbank Group Ltd.,"0,0788%",Banks,ZA,"2.228.710,00 USD",183.653
998,China CITIC Bank Corp. Ltd. Class H,"0,0786%",Banks,CN,"2.221.705,99 USD",3.643.854
GODREJCP,Godrej Consumer Products Ltd.,"0,0786%",Personal Products,IN,"2.220.590,90 USD",145.909
ALDAR,Aldar Properties PJSC,"0,0782%",Real Estate Holding and Development,AE,"2.209.713,59 USD",1.475.707
788,China Tower Corp. Ltd. Class H,"0,0781%",Telecommunications Equipment,CN,"2.207.498,69 USD",18.771.777
INDHOTEL,Indian Hotels Co. Ltd. Class A,"0,0781%",Hotels and Motels,IN,"2.206.167,78 USD",330.376
DELTA-F,Delta Electronics Thailand PCL,"0,0778%",Electronic Components,TH,"2.197.665,81 USD",1.096.300
