Ticker,Nome delle partecipazioni,% del valore di mercato,Settore,Regione,Valore di mercato,Azioni
EPAM,EPAM Systems Inc.,"0,0133%",Computer Services,US,"3.484.047,33 USD",19.581
UU.,United Utilities Group plc,"0,0133%",Water,GB,"3.481.763,22 USD",269.159
MOS,Mosaic Co.,"0,0133%",Fertilizers,US,"3.479.191,98 USD",112.486
FRT,Federal Realty Investment Trust,"0,0133%",Retail REITs,US,"3.479.039,85 USD",34.463
H,Hydro One Ltd.,"0,0133%",Conventional Electricity,CA,"3.476.014,13 USD",120.691
CTLT,Catalent Inc.,"0,0132%",Pharmaceuticals,US,"3.457.674,99 USD",64.281
3,Hong Kong & China Gas Co. Ltd.,"0,0132%",Gas Distribution,HK,"3.452.486,06 USD",4.449.754
3034,Novatek Microelectronics Corp.,"0,0132%",Semiconductors,TW,"3.441.501,51 USD",188.000
HEIO,Heineken Holding NV,"0,0132%",Brewers,NL,"3.439.037,69 USD",42.182
SKF B,Skf Ab,"0,0131%",Metal Fabricating,SE,"3.435.161,33 USD",157.559
ADANIPOWER,Adani Power Ltd.,"0,0131%",Conventional Electricity,IN,"3.418.388,65 USD",377.530
ADM,Admiral Group plc,"0,0131%",Property and Casualty Insurance,GB,"3.418.318,47 USD",98.925
CRL,Charles River Laboratories International Inc.,"0,0131%",Biotechnology,US,"3.417.790,68 USD",16.397
3231,Wistron Corp.,"0,013%",Computer Hardware,TW,"3.403.646,60 USD",984.444
BOL,Boliden AB,"0,013%",General Mining,SE,"3.396.558,51 USD",97.389
,L'Oreal SA,"0,013%",Cosmetics,FR,"3.396.334,31 USD",6.920
11,Hang Seng Bank Ltd.,"0,013%",Banks,HK,"3.392.643,82 USD",244.400
ITRK,Intertek Group plc,"0,013%",Professional Business Support Services,GB,"3.392.175,98 USD",55.785
CNH,CNH Industrial NV,"0,013%",Machinery: Agricultural,NL,"3.387.711,36 USD",320.806
FBIN,Fortune Brands Innovations Inc.,"0,0129%",Building Materials: Other,US,"3.382.847,10 USD",48.285
WYNN,Wynn Resorts Ltd.,"0,0129%",Casinos and Gambling,US,"3.377.348,48 USD",35.596
CG,Carlyle Group Inc.,"0,0129%",Asset Managers and Custodians,US,"3.370.770,48 USD",78.463
FGR,Eiffage SA,"0,0129%",Construction,FR,"3.364.361,55 USD",30.578
207940,Samsung Biologics Co. Ltd.,"0,0128%",Biotechnology,KR,"3.357.509,66 USD",6.368
2890,SinoPac Financial Holdings Co. Ltd.,"0,0128%",Banks,TW,"3.350.806,41 USD",4.709.155
012330,Hyundai Mobis Co. Ltd.,"0,0128%",Auto Parts,KR,"3.349.456,50 USD",21.620
NHY,Norsk Hydro ASA,"0,0128%",Aluminum,NO,"3.349.219,29 USD",495.939
CA,Carrefour SA,"0,0128%",Food Retailers and Wholesalers,FR,"3.348.166,80 USD",205.748
A5G,AIB Group plc,"0,0128%",Banks,IE,"3.348.151,32 USD",590.833
2601,China Pacific Insurance Group Co. Ltd. Class H,"0,0128%",Life Insurance,CN,"3.339.265,15 USD",1.280.600
A17U,CapitaLand Ascendas REIT,"0,0128%",Diversified REITs,SG,"3.338.845,93 USD",1.729.164
PNW,Pinnacle West Capital Corp.,"0,0128%",Conventional Electricity,US,"3.334.595,10 USD",42.285
BBAS3,Banco do Brasil SA,"0,0128%",Banks,BR,"3.333.853,14 USD",646.100
6479,MINEBEA MITSUMI Inc.,"0,0127%",Electrical Components,JP,"3.328.905,15 USD",159.100
SMIN,Smiths Group plc,"0,0127%",Diversified Industrials,GB,"3.328.315,02 USD",151.808
1301,Formosa Plastics Corp.,"0,0127%",Plastics,TW,"3.327.530,28 USD",1.650.720
MB,Mediobanca Banca di Credito Finanziario SPA,"0,0127%",Diversified Financial Services,IT,"3.326.541,87 USD",211.036
CAR,CAR Group Ltd.,"0,0127%",Consumer Digital Services,AU,"3.317.092,89 USD",142.956
ABEV3,Ambev SA,"0,0127%",Brewers,BR,"3.313.613,73 USD",1.506.562
GBLB,Groupe Bruxelles Lambert NV,"0,0127%",Diversified Financial Services,BE,"3.313.267,67 USD",43.476
6988,Nitto Denko Corp.,"0,0127%",Specialty Chemicals,JP,"3.312.755,74 USD",43.400
ANTO,Antofagasta plc,"0,0127%",Copper,GB,"3.311.501,31 USD",118.063
SGP,Stockland,"0,0127%",Residential REITs,AU,"3.311.222,60 USD",1.106.424
HSIC,Henry Schein Inc.,"0,0127%",Medical Supplies,US,"3.309.528,86 USD",47.729
SPSN,Swiss Prime Site AG,"0,0127%",Real Estate Holding and Development,CH,"3.309.008,59 USD",35.837
TAP,Molson Coors Beverage Co. Class B,"0,0126%",Brewers,US,"3.307.345,02 USD",60.342
WTC,WiseTech Global Ltd.,"0,0126%",Software,AU,"3.306.711,42 USD",51.434
TWLO,Twilio Inc. Class A,"0,0126%",Software,US,"3.301.303,60 USD",57.514
373220,LG Energy Solution Ltd.,"0,0126%",Electrical Components,KR,"3.296.492,72 USD",13.789
PSON,Pearson plc,"0,0126%",Publishing,GB,"3.289.660,98 USD",272.550
9532,Osaka Gas Co. Ltd.,"0,0126%",Gas Distribution,JP,"3.282.298,51 USD",144.400
RED,Redeia Corp. SA,"0,0125%",Conventional Electricity,ES,"3.277.350,84 USD",182.523
VIV,Vivendi SE,"0,0125%",Radio and TV Broadcasters,FR,"3.275.234,65 USD",298.711
SAAB B,Saab AB Class B,"0,0125%",Aerospace,SE,"3.266.284,85 USD",135.565
QIBK,Qatar Islamic Bank SAQ,"0,0125%",Banks,QA,"3.256.473,50 USD",689.350
9613,NTT Data Group Corp.,"0,0124%",Computer Services,JP,"3.253.839,13 USD",212.300
DOX,Amdocs Ltd.,"0,0124%",Software,GG,"3.252.272,00 USD",41.168
2002,China Steel Corp.,"0,0124%",Iron and Steel,TW,"3.250.823,96 USD",4.433.987
NLY,Annaly Capital Management Inc.,"0,0124%",Mortgage REITs: Residential,US,"3.244.984,00 USD",164.720
1010,Riyad Bank,"0,0124%",Banks,SA,"3.244.587,84 USD",498.749
TFX,Teleflex Inc.,"0,0124%",Medical Supplies,US,"3.242.257,56 USD",15.508
MAERSK B,AP Moller - Maersk A/S Class B,"0,0124%",Marine Transportation,DK,"3.242.021,19 USD",1.787
BXP,Boston Properties Inc.,"0,0124%",Office REITs,US,"3.240.324,03 USD",53.409
VOLV A,Volvo AB Class A,"0,0124%",Commercial Vehicles and Parts,SE,"3.235.127,83 USD",119.468
HEI,HEICO Corp.,"0,0124%",Aerospace,US,"3.229.858,28 USD",14.564
WIPRO,Wipro Ltd.,"0,0123%",Computer Services,IN,"3.226.829,81 USD",614.668
6,Power Assets Holdings Ltd.,"0,0123%",Conventional Electricity,HK,"3.223.970,55 USD",582.500
CPI,Capitec Bank Holdings Ltd.,"0,0123%",Banks,ZA,"3.223.216,61 USD",28.492
TATACONSUM,Tata Consumer Products Ltd.,"0,0123%",Soft Drinks,IN,"3.222.593,49 USD",253.708
TLS,Telstra Group Ltd.,"0,0123%",Telecommunications Services,AU,"3.222.177,23 USD",1.396.258
300750,Contemporary Amperex Technology Co. Ltd. Class A,"0,0123%",Electrical Components,CN,"3.212.397,66 USD",118.060
BIMBOA,Grupo Bimbo SAB de CV Class A,"0,0122%",Food Products,MX,"3.197.201,75 USD",854.600
TLKM,Telkom Indonesia Persero Tbk PT,"0,0122%",Telecommunications Services,ID,"3.196.246,15 USD",17.910.000
5880,Taiwan Cooperative Financial Holding Co. Ltd.,"0,0122%",Banks,TW,"3.185.357,16 USD",4.038.609
7272,Yamaha Motor Co. Ltd.,"0,0122%",Recreational Vehicles and Boats,JP,"3.181.147,98 USD",326.200
7912,Dai Nippon Printing Co. Ltd.,"0,0121%",Forms and Bulk Printing Services,JP,"3.170.116,77 USD",102.000
ANG,Anglogold Ashanti plc,"0,0121%",Gold Mining,GB,"3.169.048,68 USD",133.360
C6L,Singapore Airlines Ltd.,"0,0121%",Airlines,SG,"3.157.663,83 USD",630.460
3402,Toray Industries Inc.,"0,012%",Chemicals and Synthetic Fibers,JP,"3.148.800,53 USD",629.700
2328,PICC Property & Casualty Co. Ltd. Class H,"0,012%",Property and Casualty Insurance,CN,"3.142.469,62 USD",2.419.748
IMCD,Imcd Nv,"0,0119%",Specialty Chemicals,NL,"3.109.885,73 USD",20.550
BALN,Baloise Holding AG,"0,0119%",Full Line Insurance,CH,"3.107.631,44 USD",17.983
TREL B,Trelleborg AB Class B,"0,0118%",Machinery: Industrial,SE,"3.094.138,74 USD",79.564
PAYC,Paycom Software Inc.,"0,0118%",Software,US,"3.088.050,00 USD",21.250
5713,Sumitomo Metal Mining Co. Ltd.,"0,0118%",Nonferrous Metals,JP,"3.082.442,97 USD",94.700
C38U,CapitaLand Integrated Commercial Trust,"0,0118%",Retail REITs,SG,"3.080.310,31 USD",2.124.314
STERV,Stora Enso Oyj,"0,0118%",Paper,FI,"3.078.427,22 USD",211.461
000810,Samsung Fire & Marine Insurance Co. Ltd.,"0,0118%",Property and Casualty Insurance,KR,"3.077.865,01 USD",12.228
MNDI,Mondi plc,"0,0118%",Containers and Packaging,GB,"3.076.874,30 USD",154.814
601899,Zijin Mining Group Co. Ltd. Class A,"0,0117%",Gold Mining,CN,"3.070.485,90 USD",1.281.800
6869,Sysmex Corp.,"0,0117%",Medical Equipment,JP,"3.069.203,60 USD",180.000
ADANIGREEN,Adani Green Energy Ltd.,"0,0117%",Alternative Electricity,IN,"3.068.929,27 USD",134.235
METSO,Metso Oyj,"0,0117%",Machinery: Construction and Handling,FI,"3.064.760,29 USD",252.288
TATAPOWER,Tata Power Co. Ltd.,"0,0117%",Conventional Electricity,IN,"3.048.445,28 USD",582.616
ASX,ASX Ltd.,"0,0116%",Investment Services,AU,"3.038.411,29 USD",73.275
SVT,Severn Trent plc,"0,0116%",Water,GB,"3.036.184,30 USD",99.945
6690,Haier Smart Home Co. Ltd. Class A,"0,0116%",Household Appliance,CN,"3.034.978,62 USD",839.000
CPB,Campbell Soup Co.,"0,0116%",Food Products,US,"3.027.736,74 USD",68.223
600900,China Yangtze Power Co. Ltd. Class A,"0,0115%",Alternative Electricity,CN,"3.014.243,96 USD",823.276
688,China Overseas Land & Investment Ltd.,"0,0115%",Real Estate Holding and Development,HK,"3.012.681,27 USD",1.599.000
GNRC,Generac Holdings Inc.,"0,0115%",Machinery: Engines,US,"3.011.474,97 USD",20.457
5411,JFE Holdings Inc.,"0,0115%",Iron and Steel,JP,"3.011.371,66 USD",199.000
AGS,Ageas SA/NV,"0,0115%",Life Insurance,BE,"2.997.998,69 USD",60.429
BWA,BorgWarner Inc.,"0,0114%",Auto Parts,US,"2.980.676,76 USD",83.586
VCX,Vicinity Ltd.,"0,0113%",Retail REITs,AU,"2.963.969,45 USD",2.285.519
EN,Bouygues SA,"0,0113%",Construction,FR,"2.963.245,05 USD",75.822
7936,Asics Corp.,"0,0113%",Footwear,JP,"2.961.914,16 USD",53.500
SPX,Spirax-Sarco Engineering plc,"0,0113%",Machinery: Industrial,GB,"2.960.498,93 USD",26.097
9501,Tokyo Electric Power Co. Holdings Inc.,"0,0113%",Conventional Electricity,JP,"2.954.318,37 USD",494.100
7701,Shimadzu Corp.,"0,0113%",Electronic Equipment: Gauges and Meters,JP,"2.951.108,85 USD",114.000
HRL,Hormel Foods Corp.,"0,0113%",Food Products,US,"2.950.163,44 USD",95.228
1812,Kajima Corp.,"0,0113%",Construction,JP,"2.947.027,90 USD",174.200
AOT-F,Airports of Thailand PCL (Foreign),"0,0112%",Transportation Services,TH,"2.935.335,69 USD",1.661.400
4188,Mitsubishi Chemical Group Corp.,"0,0112%",Chemicals: Diversified,JP,"2.934.898,60 USD",555.200
MEL,Meridian Energy Ltd.,"0,0112%",Alternative Electricity,NZ,"2.927.683,57 USD",704.898
FME,Fresenius Medical Care AG,"0,0112%",Health Care Services,DE,"2.923.476,20 USD",68.733
ICG,Intermediate Capital Group plc,"0,0112%",Asset Managers and Custodians,GB,"2.920.092,53 USD",99.286
4684,Obic Co. Ltd.,"0,0112%",Computer Services,JP,"2.915.857,97 USD",22.500
J36,Jardine Matheson Holdings Ltd.,"0,0111%",Diversified Industrials,BM,"2.914.560,00 USD",79.200
PFC,Power Finance Corp. Ltd.,"0,0111%",Consumer Lending,IN,"2.914.019,06 USD",493.932
DVA,DaVita Inc.,"0,0111%",Health Care Facilities,US,"2.911.210,56 USD",19.788
EPI B,Epiroc AB Class B,"0,0111%",Machinery: Construction and Handling,SE,"2.889.921,46 USD",154.755
G1A,GEA Group AG,"0,011%",Machinery: Industrial,DE,"2.885.244,82 USD",69.429
028260,Samsung C&T Corp.,"0,011%",Construction,KR,"2.878.126,18 USD",29.496
8795,T&D Holdings Inc.,"0,011%",Life Insurance,JP,"2.875.035,48 USD",159.900
WTB,Whitbread plc,"0,011%",Hotels and Motels,GB,"2.874.373,74 USD",76.451
HEROMOTOCO,Hero MotoCorp Ltd.,"0,011%",Recreational Vehicles and Boats,IN,"2.873.606,17 USD",46.852
OMV,OMV AG,"0,0109%",Integrated Oil and Gas,AT,"2.856.424,96 USD",56.903
4755,Rakuten Group Inc.,"0,0109%",Consumer Digital Services,JP,"2.852.845,46 USD",549.400
PLS,Pilbara Minerals Ltd.,"0,0109%",General Mining,AU,"2.849.792,39 USD",1.130.628
IOC,Indian Oil Corp. Ltd.,"0,0109%",Oil Refining and Marketing,IN,"2.847.700,79 USD",1.463.677
1802,Obayashi Corp.,"0,0109%",Construction,JP,"2.844.168,44 USD",244.300
2301,Lite-On Technology Corp.,"0,0109%",Computer Hardware,TW,"2.839.527,84 USD",855.662
SLM,Sanlam Ltd.,"0,0109%",Life Insurance,ZA,"2.838.465,02 USD",754.393
600036,China Merchants Bank Co. Ltd. Class A,"0,0109%",Banks,CN,"2.837.977,15 USD",601.700
CRDA,Croda International plc,"0,0109%",Chemicals: Diversified,GB,"2.837.505,14 USD",49.089
MTCH,Match Group Inc.,"0,0108%",Consumer Digital Services,US,"2.835.756,03 USD",92.581
SOLV,Solventum Corp.,"0,0108%",Medical Supplies,US,"2.833.544,34 USD",47.751
SHL,Sonic Healthcare Ltd.,"0,0108%",Medical Services,AU,"2.817.604,04 USD",174.134
NESTE,Neste Oyj,"0,0108%",Oil Refining and Marketing,FI,"2.812.902,45 USD",134.498
MOWI,Mowi ASA,"0,0107%","Farming, Fishing, Ranching and Plantatio",NO,"2.802.993,08 USD",156.740
2379,Realtek Semiconductor Corp.,"0,0107%",Semiconductors,TW,"2.799.817,56 USD",167.030
BAJAJFINSV,Bajaj Finserv Ltd.,"0,0107%",Full Line Insurance,IN,"2.795.975,75 USD",152.678
BID,Bid Corp. Ltd.,"0,0107%",Food Retailers and Wholesalers,ZA,"2.790.517,76 USD",126.343
VBL,Varun Beverages Ltd.,"0,0106%",Soft Drinks,IN,"2.776.380,97 USD",162.425
DIVISLAB,Divi's Laboratories Ltd.,"0,0106%",Pharmaceuticals,IN,"2.771.850,94 USD",53.717
TEL,Telenor ASA,"0,0106%",Telecommunications Services,NO,"2.771.123,27 USD",237.754
BAJAJ-AUTO,Bajaj Auto Ltd.,"0,0106%",Recreational Vehicles and Boats,IN,"2.768.918,94 USD",25.441
MTN,Vail Resorts Inc.,"0,0106%",Hotels and Motels,US,"2.766.257,76 USD",14.658
UHR,Swatch Group AG (Bearer),"0,0106%",Luxury Items,CH,"2.762.099,60 USD",12.901
2883,China Development Financial Holding Corp.,"0,0105%",Life Insurance,TW,"2.757.104,09 USD",6.334.300
2688,ENN Energy Holdings Ltd.,"0,0105%",Gas Distribution,KY,"2.754.043,98 USD",300.500
NXT,NEXTDC Ltd.,"0,0105%",Computer Services,AU,"2.749.106,67 USD",232.360
1179,H World Group Ltd.,"0,0105%",Hotels and Motels,KY,"2.747.739,52 USD",756.920
TME,Tencent Music Entertainment Group ADR,"0,0105%",Entertainment,KY,"2.747.392,95 USD",190.131
GL,Globe Life Inc.,"0,0105%",Life Insurance,US,"2.744.238,84 USD",33.159
ABN,ABN AMRO Bank NV,"0,0105%",Banks,NL,"2.740.360,95 USD",161.296
BPAC11,Banco BTG Pactual SA,"0,0105%",Asset Managers and Custodians,BR,"2.739.609,14 USD",455.808
MIN,Mineral Resources Ltd.,"0,0105%",General Mining,AU,"2.737.207,40 USD",57.435
601318,Ping An Insurance Group Co. of China Ltd. Class A,"0,0104%",Life Insurance,CN,"2.728.990,39 USD",460.510
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,"0,0104%",Health Care Facilities,IN,"2.727.740,70 USD",38.993
ADCB,Abu Dhabi Commercial Bank PJSC,"0,0104%",Banks,AE,"2.726.257,20 USD",1.283.805
DAY,Dayforce Inc.,"0,0104%",Software,US,"2.725.641,68 USD",55.108
033780,KT&G Corp.,"0,0104%",Tobacco,KR,"2.723.587,81 USD",45.161
4938,Pegatron Corp.,"0,0104%",Computer Hardware,TW,"2.715.935,05 USD",830.000
2020,SABIC Agri-Nutrients Co.,"0,0104%",Fertilizers,SA,"2.715.410,99 USD",96.082
RECLTD,REC Ltd.,"0,0104%",Consumer Lending,IN,"2.714.176,30 USD",421.303
009150,Samsung Electro-Mechanics Co. Ltd.,"0,0104%",Electronic Components,KR,"2.712.989,78 USD",24.234
2313,Shenzhou International Group Holdings Ltd.,"0,0104%",Clothing and Accessories,KY,"2.712.418,03 USD",271.358
AKRBP,Aker BP ASA,"0,0104%",Oil: Crude Producers,NO,"2.710.675,26 USD",105.862
MKS,Marks & Spencer Group plc,"0,0104%",Food Retailers and Wholesalers,GB,"2.708.786,00 USD",704.484
9843,Nitori Holdings Co. Ltd.,"0,0104%",Home Improvement Retailers,JP,"2.708.103,98 USD",24.500
2345,Accton Technology Corp.,"0,0104%",Telecommunications Equipment,TW,"2.707.167,99 USD",174.000
MTN,MTN Group Ltd.,"0,0104%",Telecommunications Services,ZA,"2.706.238,77 USD",620.908
AIA,Auckland International Airport Ltd.,"0,0103%",Transportation Services,NZ,"2.703.126,98 USD",564.054
INDIGO,InterGlobe Aviation Ltd.,"0,0103%",Airlines,IN,"2.700.383,69 USD",53.808
EXAS,Exact Sciences Corp.,"0,0103%",Biotechnology,US,"2.700.093,60 USD",59.408
1093,CSPC Pharmaceutical Group Ltd.,"0,0103%",Pharmaceuticals,HK,"2.695.305,36 USD",3.180.440
LEA,Lear Corp.,"0,0103%",Auto Parts,US,"2.693.270,10 USD",21.486
2880,Hua Nan Financial Holdings Co. Ltd.,"0,0103%",Banks,TW,"2.688.037,91 USD",3.483.052
175,Geely Automobile Holdings Ltd.,"0,0103%",Automobiles,KY,"2.687.989,42 USD",2.220.600
WISE,Wise plc,"0,0103%",Transaction Processing Services,GB,"2.685.346,11 USD",258.948
2327,Yageo Corp.,"0,0103%",Electronic Components,TW,"2.683.783,23 USD",131.327
SQ2,Block Inc.,"0,0103%",Transaction Processing Services,US,"2.682.687,04 USD",40.886
ETE,National Bank of Greece SA,"0,0103%",Banks,GR,"2.682.005,39 USD",309.590
SEIC,SEI Investments Co.,"0,0102%",Asset Managers and Custodians,US,"2.675.425,23 USD",39.513
1658,Postal Savings Bank of China Co. Ltd. Class H,"0,0102%",Banks,CN,"2.671.924,43 USD",4.740.000
VEDL,Vedanta Ltd.,"0,0102%",General Mining,IN,"2.671.279,03 USD",495.500
KCHOL.E,KOC Holding AS,"0,0102%",Integrated Oil and Gas,TR,"2.663.945,59 USD",360.217
BF.B,Brown-Forman Corp. Class B,"0,0102%",Distillers and Vintners,US,"2.659.329,68 USD",57.988
9005,Tokyu Corp.,"0,0101%",Diversified Retailers,JP,"2.650.704,76 USD",227.000
7202,Isuzu Motors Ltd.,"0,0101%",Commercial Vehicles and Parts,JP,"2.646.187,28 USD",198.300
EICHERMOT,Eicher Motors Ltd.,"0,0101%",Recreational Vehicles and Boats,IN,"2.645.633,99 USD",46.654
9042,Hankyu Hanshin Holdings Inc.,"0,0101%",Railroads,JP,"2.639.433,64 USD",100.600
INDT,Indutrade AB,"0,0101%",Diversified Industrials,SE,"2.636.279,16 USD",102.538
000858,Wuliangye Yibin Co. Ltd. Class A,"0,0101%",Distillers and Vintners,CN,"2.630.041,48 USD",130.300
TLC,Lottery Corp. Ltd.,"0,01%",Casinos and Gambling,AU,"2.623.020,99 USD",809.876
EMIRATESNBD,Emirates NBD Bank PJSC,"0,01%",Banks,AE,"2.616.695,35 USD",618.087
4612,Nippon Paint Holdings Co. Ltd.,"0,01%",Paints and Coatings,JP,"2.608.179,20 USD",387.760
SIEMENS,Siemens Ltd.,"0,01%",Diversified Industrials,IN,"2.601.651,82 USD",31.166
6645,Omron Corp.,"0,0099%",Electrical Components,JP,"2.599.325,46 USD",79.500
BN4,Keppel Ltd.,"0,0099%",Multi-Utilities,SG,"2.597.120,66 USD",522.400
VOYA,Voya Financial Inc.,"0,0099%",Asset Managers and Custodians,US,"2.595.621,88 USD",34.234
GAPB,Grupo Aeroportuario del Pacifico SAB de CV Class B,"0,0099%",Transportation Services,MX,"2.591.959,37 USD",138.395
SIGN,SIG Group AG,"0,0099%",Containers and Packaging,CH,"2.588.337,97 USD",124.670
SHRIRAMFIN,Shriram Finance Ltd.,"0,0099%",Consumer Lending,IN,"2.585.467,95 USD",91.677
SBILIFE,SBI Life Insurance Co. Ltd.,"0,0099%",Life Insurance,IN,"2.581.469,04 USD",155.423
BDMS-F,Bangkok Dusit Medical Services PCL,"0,0099%",Health Care Facilities,TH,"2.578.613,75 USD",3.513.600
TEN,Tenaris SA,"0,0099%",Oil Equipment and Services,LU,"2.576.466,81 USD",157.225
4528,Ono Pharmaceutical Co. Ltd.,"0,0098%",Pharmaceuticals,JP,"2.574.023,99 USD",177.800
066570,LG Electronics Inc.,"0,0098%",Household Appliance,KR,"2.573.922,21 USD",34.005
9CI,CapitaLand Investment Ltd./Singapore,"0,0098%",Real Estate Holding and Development,SG,"2.566.918,69 USD",1.304.400
RENT3,Localiza Rent a Car SA,"0,0098%",Rental and Leasing Services: Consumer,BR,"2.561.043,93 USD",315.012
DSCT,Israel Discount Bank Ltd. Class A,"0,0098%",Banks,IL,"2.558.864,60 USD",501.303
RXL,Rexel SA,"0,0098%",Electrical Components,FR,"2.557.259,14 USD",84.704
FMC,FMC Corp.,"0,0097%",Fertilizers,US,"2.543.931,10 USD",41.738
034020,Doosan Enerbility Co. Ltd.,"0,0097%",Machinery: Industrial,KR,"2.543.352,28 USD",169.298
ENX,Euronext NV,"0,0097%",Investment Services,NL,"2.541.159,21 USD",25.908
DAL,Delta Air Lines Inc.,"0,0097%",Airlines,US,"2.540.285,80 USD",49.790
HEN,Henkel AG & Co. KGaA,"0,0097%",Household Equipment and Products,DE,"2.538.827,56 USD",31.775
ETSY,Etsy Inc.,"0,0097%",Diversified Retailers,US,"2.537.149,78 USD",39.974
1801,Innovent Biologics Inc.,"0,0097%",Biotechnology,KY,"2.532.603,86 USD",562.882
GWO,Great-West Lifeco Inc.,"0,0097%",Life Insurance,CA,"2.528.942,99 USD",84.328
DMART,Avenue Supermarts Ltd.,"0,0097%",Diversified Retailers,IN,"2.525.226,82 USD",48.995
7735,SCREEN Holdings Co. Ltd.,"0,0096%",Production Technology Equipment,JP,"2.520.805,63 USD",26.400
ASURB,Grupo Aeroportuario del Sureste SAB de CV Class B,"0,0096%",Transportation Services,MX,"2.519.618,73 USD",75.025
GF,Georg Fischer AG,"0,0096%",Machinery: Industrial,CH,"2.513.613,04 USD",34.780
316140,Woori Financial Group Inc.,"0,0096%",Banks,KR,"2.509.580,64 USD",245.211
8951,Nippon Building Fund Inc.,"0,0096%",Office REITs,JP,"2.506.455,82 USD",671
ERF,Eurofins Scientific SE,"0,0096%",Medical Services,LU,"2.501.613,19 USD",41.625
DCC,DCC plc,"0,0096%",Industrial Suppliers,IE,"2.498.775,64 USD",34.492
SPK,Spark New Zealand Ltd.,"0,0096%",Telecommunications Services,NZ,"2.498.231,67 USD",973.924
RMV,Rightmove plc,"0,0096%",Real Estate Services,GB,"2.497.387,05 USD",367.874
IFT,Infratil Ltd.,"0,0095%",Alternative Electricity,NZ,"2.491.846,51 USD",382.617
CON,Continental AG,"0,0095%",Auto Parts,DE,"2.490.547,02 USD",36.860
SUZLON,Suzlon Energy Ltd.,"0,0095%",Renewable Energy Equipment,IN,"2.488.537,22 USD",4.359.314
3037,Unimicron Technology Corp.,"0,0095%",Electronic Components,TW,"2.478.854,11 USD",440.000
BZ,Kanzhun Ltd. ADR,"0,0095%",Business Training and Employment Agencie,KY,"2.478.642,50 USD",116.642
ADVANC-F,Advanced Info Service PCL (Foreign),"0,0095%",Telecommunications Services,TH,"2.478.045,66 USD",449.100
ELISA,Elisa Oyj,"0,0094%",Telecommunications Services,FI,"2.470.125,26 USD",53.287
T,TELUS Corp.,"0,0094%",Telecommunications Services,CA,"2.469.892,22 USD",150.238
3017,Asia Vital Components Co. Ltd.,"0,0094%",Computer Hardware,TW,"2.468.852,26 USD",104.000
7201,Nissan Motor Co. Ltd.,"0,0094%",Automobiles,JP,"2.467.129,85 USD",694.300
6361,Ebara Corp.,"0,0094%",Machinery: Industrial,JP,"2.464.908,21 USD",33.800
2899,Zijin Mining Group Co. Ltd. Class H,"0,0094%",Gold Mining,CN,"2.460.909,97 USD",1.164.000
SAGA B,Sagax AB Class B,"0,0094%",Real Estate Holding and Development,SE,"2.459.265,72 USD",93.509
BIMAS.E,BIM Birlesik Magazalar AS,"0,0094%",Food Retailers and Wholesalers,TR,"2.458.846,45 USD",164.995
1326,Formosa Chemicals & Fibre Corp.,"0,0094%",Chemicals: Diversified,TW,"2.452.042,54 USD",1.501.540
AC,Accor SA,"0,0093%",Hotels and Motels,FR,"2.443.461,13 USD",56.425
ASRNL,ASR Nederland NV,"0,0093%",Full Line Insurance,NL,"2.443.386,82 USD",50.692
6669,Wiwynn Corp.,"0,0093%",Computer Hardware,TW,"2.439.958,02 USD",32.000
LBRDK,Liberty Broadband Corp.,"0,0093%",Cable Television Services,US,"2.439.621,27 USD",45.103
6504,Fuji Electric Co. Ltd.,"0,0093%",Electrical Components,JP,"2.438.244,69 USD",40.997
NIBE B,Nibe Industrier AB Class B,"0,0093%",Building: Climate Control,SE,"2.437.770,58 USD",480.302
9697,Capcom Co. Ltd.,"0,0093%",Electronic Entertainment,JP,"2.435.966,78 USD",132.000
GET,Getlink SE,"0,0093%",Railroads,FR,"2.430.518,39 USD",138.330
6586,Makita Corp.,"0,0093%",Machinery: Tools,JP,"2.429.343,60 USD",82.400
3659,Nexon Co. Ltd.,"0,0093%",Electronic Entertainment,JP,"2.420.114,86 USD",141.300
EQTL3,Equatorial Energia SA,"0,0092%",Conventional Electricity,BR,"2.410.987,68 USD",433.520
KOTAKBANK,Kotak Mahindra Bank Ltd.,"0,0092%",Banks,IN,"2.408.470,16 USD",119.637
HDFCLIFE,HDFC Life Insurance Co. Ltd.,"0,0092%",Life Insurance,IN,"2.397.987,27 USD",364.032
APA,APA Group,"0,0092%",Pipelines,AU,"2.395.696,72 USD",437.170
5019,Idemitsu Kosan Co. Ltd.,"0,0091%",Integrated Oil and Gas,JP,"2.388.397,15 USD",349.790
SHP,Shoprite Holdings Ltd.,"0,0091%",Food Retailers and Wholesalers,ZA,"2.387.501,90 USD",180.026
BARN,Barry Callebaut AG,"0,0091%",Food Products,CH,"2.386.798,20 USD",1.375
2319,China Mengniu Dairy Co. Ltd.,"0,0091%",Food Products,KY,"2.386.177,21 USD",1.299.993
MKTX,MarketAxess Holdings Inc.,"0,0091%",Investment Services,US,"2.384.573,91 USD",11.987
7259,Aisin Corp.,"0,0091%",Auto Parts,JP,"2.378.033,03 USD",64.000
JAZZ,Jazz Pharmaceuticals plc,"0,0091%",Pharmaceuticals,IE,"2.375.597,75 USD",22.571
SUZB3,Suzano SA,"0,009%",Paper,BR,"2.360.442,21 USD",254.746
