Ticker,Nome delle partecipazioni,% del valore di mercato,Settore,Regione,Valore di mercato,Azioni
MSFT,Microsoft Corp.,"6,9373%",Software,US,"3.609.008.208,66 USD",8.693.682
AAPL,Apple Inc.,"6,276%",Computer Hardware,US,"3.264.984.057,00 USD",16.983.012
NVDA,NVIDIA Corp.,"6,0901%",Semiconductors,US,"3.168.295.030,30 USD",2.889.910
AMZN,Amazon.com Inc.,"3,6271%",Diversified Retailers,US,"1.886.963.516,68 USD",10.694.647
META,Facebook Inc. Class A,"2,3099%",Consumer Digital Services,US,"1.201.690.911,33 USD",2.574.151
GOOGL,Alphabet Inc. Class A,"2,2859%",Consumer Digital Services,US,"1.189.221.037,50 USD",6.894.035
GOOG,Alphabet Inc. Class C,"1,9306%",Consumer Digital Services,US,"1.004.360.147,52 USD",5.773.512
BRK.B,Berkshire Hathaway Inc. Class B,"1,6957%",Diversified Financial Services,US,"882.160.216,00 USD",2.128.765
LLY,Eli Lilly & Co.,"1,4713%",Pharmaceuticals,US,"765.441.206,52 USD",933.078
JPM,JPMorgan Chase & Co.,"1,3174%",Banks,US,"685.372.672,55 USD",3.382.385
AVGO,Broadcom Inc.,"1,3145%",Semiconductors,US,"683.868.455,40 USD",514.748
XOM,Exxon Mobil Corp.,"1,1904%",Integrated Oil and Gas,US,"619.263.427,64 USD",5.281.114
TSLA,Tesla Inc.,"1,1098%",Automobiles,US,"577.356.551,52 USD",3.242.119
UNH,UnitedHealth Group Inc.,"1,0307%",Health Care Management Services,US,"536.184.029,67 USD",1.082.391
V,Visa Inc. Class A,"0,9693%",Transaction Processing Services,US,"504.243.901,68 USD",1.850.708
PG,Procter & Gamble Co.,"0,8707%",Personal Products,US,"452.993.593,14 USD",2.753.091
MA,Mastercard Inc. Class A,"0,8296%",Transaction Processing Services,US,"431.580.365,71 USD",965.353
COST,Costco Wholesale Corp.,"0,8082%",Diversified Retailers,US,"420.468.971,52 USD",519.168
JNJ,Johnson & Johnson,"0,7942%",Pharmaceuticals,US,"413.187.723,75 USD",2.817.125
HD,Home Depot Inc.,"0,7493%",Home Improvement Retailers,US,"389.809.776,81 USD",1.164.063
MRK,Merck & Co. Inc.,"0,7154%",Pharmaceuticals,US,"372.162.827,84 USD",2.964.496
ABBV,AbbVie Inc.,"0,6402%",Pharmaceuticals,US,"333.044.606,04 USD",2.065.521
WMT,Walmart Inc.,"0,6331%",Diversified Retailers,US,"329.339.758,08 USD",5.008.208
CVX,Chevron Corp.,"0,6331%",Integrated Oil and Gas,US,"329.338.348,50 USD",2.029.195
NFLX,Netflix Inc.,"0,6244%",Entertainment,US,"324.821.408,24 USD",506.252
BAC,Bank of America Corp.,"0,6192%",Banks,US,"322.153.241,55 USD",8.055.845
AMD,Advanced Micro Devices Inc.,"0,6065%",Semiconductors,US,"315.505.757,20 USD",1.890.388
KO,Coca-Cola Co.,"0,5507%",Soft Drinks,US,"286.477.497,60 USD",4.552.320
PEP,PepsiCo Inc.,"0,5345%",Soft Drinks,US,"278.053.976,20 USD",1.608.178
QCOM,QUALCOMM Inc.,"0,5122%",Semiconductors,US,"266.487.463,55 USD",1.305.991
CRM,Salesforce Inc.,"0,5104%",Software,US,"265.521.586,32 USD",1.132.578
TMO,Thermo Fisher Scientific Inc.,"0,4936%",Medical Equipment,US,"256.809.885,08 USD",452.146
WFC,Wells Fargo & Co.,"0,485%",Banks,US,"252.339.717,84 USD",4.211.277
LIN,Linde plc,"0,4749%",Chemicals: Diversified,IE,"247.053.510,72 USD",567.261
ADBE,Adobe Inc.,"0,4522%",Software,US,"235.234.453,52 USD",528.902
DIS,Walt Disney Co.,"0,4287%",Entertainment,US,"223.037.515,59 USD",2.146.449
CSCO,Cisco Systems Inc./Delaware,"0,425%",Telecommunications Equipment,US,"221.081.320,50 USD",4.754.437
MCD,McDonald's Corp.,"0,4224%",Restaurants and Bars,US,"219.733.664,17 USD",848.753
ORCL,Oracle Corp.,"0,4202%",Software,US,"218.626.851,44 USD",1.865.576
GE,General Electric Co.,"0,4043%",Diversified Industrials,US,"210.333.368,38 USD",1.273.667
AMAT,Applied Materials Inc.,"0,4025%",Production Technology Equipment,US,"209.420.169,80 USD",973.685
ABT,Abbott Laboratories,"0,399%",Medical Equipment,US,"207.574.765,97 USD",2.031.263
TXN,Texas Instruments Inc.,"0,3989%",Semiconductors,US,"207.533.347,19 USD",1.064.219
ACN,Accenture plc Class A,"0,3982%",Professional Business Support Services,IE,"207.136.215,59 USD",733.771
VZ,Verizon Communications Inc.,"0,3891%",Telecommunications Services,US,"202.447.301,00 USD",4.919.740
CAT,Caterpillar Inc.,"0,3877%",Machinery: Construction and Handling,US,"201.673.967,04 USD",595.752
DHR,Danaher Corp.,"0,3797%",Medical Equipment,US,"197.545.197,60 USD",769.257
NEE,NextEra Energy Inc.,"0,3692%",Conventional Electricity,US,"192.049.200,30 USD",2.400.015
AMGN,Amgen Inc.,"0,3679%",Pharmaceuticals,US,"191.370.345,00 USD",625.700
PFE,Pfizer Inc.,"0,3641%",Pharmaceuticals,US,"189.391.814,48 USD",6.608.228
INTU,Intuit Inc.,"0,363%",Software,US,"188.822.145,04 USD",327.566
CMCSA,Comcast Corp. Class A,"0,3568%",Cable Television Services,US,"185.642.407,46 USD",4.637.582
PM,Philip Morris International Inc.,"0,3538%",Tobacco,US,"184.067.656,98 USD",1.815.621
IBM,International Business Machines Corp.,"0,3434%",Computer Services,US,"178.650.299,40 USD",1.070.724
GS,Goldman Sachs Group Inc.,"0,3311%",Investment Services,US,"172.270.561,12 USD",377.356
RTX,RTX Corp.,"0,3218%",Aerospace,US,"167.433.026,78 USD",1.553.038
UNP,Union Pacific Corp.,"0,3194%",Railroads,US,"166.160.840,16 USD",713.688
ISRG,Intuitive Surgical Inc.,"0,3185%",Medical Equipment,US,"165.710.032,92 USD",412.091
MU,Micron Technology Inc.,"0,3104%",Semiconductors,US,"161.504.375,00 USD",1.292.035
SPGI,S&P Global Inc.,"0,309%",Financial Data Providers,US,"160.745.897,55 USD",376.005
COP,ConocoPhillips,"0,3087%",Oil: Crude Producers,US,"160.592.024,32 USD",1.378.709
AXP,American Express Co.,"0,3085%",Transaction Processing Services,US,"160.514.880,00 USD",668.812
NOW,ServiceNow Inc.,"0,3028%",Software,US,"157.520.646,19 USD",239.783
HON,Honeywell International Inc.,"0,2997%",Diversified Industrials,US,"155.917.605,36 USD",771.144
ETN,Eaton Corp. plc,"0,299%",Diversified Industrials,IE,"155.571.760,05 USD",467.393
UBER,Uber Technologies Inc.,"0,2989%",Consumer Services: Misc.,US,"155.490.952,32 USD",2.408.472
BKNG,Booking Holdings Inc.,"0,2964%",Travel and Tourism,US,"154.207.252,25 USD",40.835
INTC,Intel Corp.,"0,2934%",Semiconductors,US,"152.641.388,45 USD",4.947.857
T,AT&T Inc.,"0,2929%",Telecommunications Services,US,"152.382.478,06 USD",8.363.473
LOW,Lowe's Cos. Inc.,"0,2864%",Home Improvement Retailers,US,"148.975.083,48 USD",673.212
ELV,Elevance Health Inc.,"0,2847%",Health Care Management Services,US,"148.124.001,44 USD",275.078
PGR,Progressive Corp.,"0,2781%",Property and Casualty Insurance,US,"144.687.020,48 USD",685.136
MS,Morgan Stanley,"0,2756%",Investment Services,US,"143.362.212,48 USD",1.465.272
LRCX,Lam Research Corp.,"0,2749%",Production Technology Equipment,US,"142.991.538,88 USD",153.352
C,Citigroup Inc.,"0,2666%",Banks,US,"138.688.538,73 USD",2.225.783
TJX,TJX Cos. Inc.,"0,2644%",Apparel Retailers,US,"137.546.122,40 USD",1.334.104
VRTX,Vertex Pharmaceuticals Inc.,"0,2638%",Pharmaceuticals,US,"137.259.055,62 USD",301.443
ADI,Analog Devices Inc.,"0,2614%",Semiconductors,US,"135.995.758,36 USD",579.964
NKE,NIKE Inc. Class B,"0,2601%",Footwear,US,"135.312.799,80 USD",1.423.596
SYK,Stryker Corp.,"0,2593%",Medical Equipment,US,"134.920.196,04 USD",395.556
BSX,Boston Scientific Corp.,"0,2491%",Medical Equipment,US,"129.602.474,43 USD",1.714.999
CB,Chubb Ltd.,"0,247%",Property and Casualty Insurance,CH,"128.489.465,72 USD",474.446
SCHW,Charles Schwab Corp.,"0,2452%",Investment Services,US,"127.574.104,64 USD",1.740.913
MDT,Medtronic plc,"0,2433%",Medical Equipment,IE,"126.549.797,43 USD",1.555.239
BLK,BlackRock Inc.,"0,2427%",Asset Managers and Custodians,US,"126.283.263,19 USD",163.573
REGN,Regeneron Pharmaceuticals Inc.,"0,2328%",Biotechnology,US,"121.107.589,44 USD",123.559
KLAC,KLA Corp.,"0,2309%",Production Technology Equipment,US,"120.130.302,92 USD",158.164
PLD,Prologis Inc.,"0,2296%",Industrial REITs,US,"119.471.732,10 USD",1.081.290
MMC,Marsh & McLennan Cos. Inc.,"0,2296%",Insurance Brokers,US,"119.420.566,42 USD",575.299
BA,Boeing Co.,"0,229%",Aerospace,US,"119.122.494,17 USD",670.697
LMT,Lockheed Martin Corp.,"0,2276%",Defense,US,"118.424.556,90 USD",251.785
CI,Cigna Group,"0,2266%",Health Care Management Services,US,"117.872.790,94 USD",342.037
ADP,Automatic Data Processing Inc.,"0,2263%",Professional Business Support Services,US,"117.753.617,28 USD",480.784
UPS,United Parcel Service Inc. Class B,"0,226%",Delivery Services,US,"117.562.982,79 USD",846.203
DE,Deere & Co.,"0,2196%",Machinery: Agricultural,US,"114.246.710,28 USD",304.853
PANW,Palo Alto Networks Inc.,"0,2091%",Software,US,"108.760.153,81 USD",368.791
MDLZ,Mondelez International Inc. Class A,"0,2074%",Food Products,US,"107.901.512,95 USD",1.574.515
TMUS,T-Mobile US Inc.,"0,2056%",Telecommunications Services,US,"106.967.219,76 USD",611.381
AMT,American Tower Corp.,"0,2052%",Infrastructure REITs,US,"106.752.093,98 USD",545.377
SBUX,Starbucks Corp.,"0,2042%",Restaurants and Bars,US,"106.227.324,00 USD",1.324.200
FI,Fiserv Inc.,"0,2022%",Transaction Processing Services,US,"105.200.709,12 USD",702.462
SO,Southern Co.,"0,1965%",Conventional Electricity,US,"102.224.580,50 USD",1.275.575
BX,Blackstone Group LP Class A,"0,1949%",Asset Managers and Custodians,US,"101.384.964,50 USD",841.369
CMG,Chipotle Mexican Grill Inc. Class A,"0,193%",Restaurants and Bars,US,"100.410.649,20 USD",32.085
SNPS,Synopsys Inc.,"0,1923%",Software,US,"100.052.888,80 USD",178.411
BMY,Bristol-Myers Squibb Co.,"0,188%",Pharmaceuticals,US,"97.820.579,78 USD",2.380.642
MO,Altria Group Inc.,"0,1833%",Tobacco,US,"95.373.651,25 USD",2.062.133
GILD,Gilead Sciences Inc.,"0,18%",Pharmaceuticals,US,"93.662.791,91 USD",1.457.333
DUK,Duke Energy Corp.,"0,1795%",Multi-Utilities,US,"93.381.611,96 USD",901.628
APH,Amphenol Corp. Class A,"0,1784%",Electronic Components,US,"92.832.669,44 USD",701.312
CDNS,Cadence Design Systems Inc.,"0,1751%",Software,US,"91.113.003,92 USD",318.232
ZTS,Zoetis Inc.,"0,175%",Pharmaceuticals,US,"91.058.976,36 USD",537.031
WM,Waste Management Inc.,"0,1736%",Waste and Disposal Services,US,"90.320.985,30 USD",428.610
ICE,Intercontinental Exchange Inc.,"0,1724%",Investment Services,US,"89.664.260,40 USD",669.636
CL,Colgate-Palmolive Co.,"0,1721%",Personal Products,US,"89.510.068,48 USD",962.888
FCX,Freeport-McMoRan Inc.,"0,1701%",Copper,US,"88.470.604,92 USD",1.677.804
ANET,Arista Networks Inc.,"0,1686%",Telecommunications Equipment,US,"87.731.742,20 USD",294.748
CVS,CVS Health Corp.,"0,1686%",Drug Retailers,US,"87.722.677,20 USD",1.471.857
MCK,McKesson Corp.,"0,1683%",Drug Retailers,US,"87.547.691,77 USD",153.703
TDG,TransDigm Group Inc.,"0,1679%",Aerospace,US,"87.354.276,59 USD",65.033
TT,Trane Technologies plc,"0,1677%",Building: Climate Control,IE,"87.266.452,70 USD",266.495
CME,CME Group Inc.,"0,1645%",Investment Services,US,"85.582.051,44 USD",421.628
EOG,EOG Resources Inc.,"0,1633%",Oil: Crude Producers,US,"84.958.917,85 USD",682.127
TGT,Target Corp.,"0,1622%",Diversified Retailers,US,"84.360.755,20 USD",540.220
EQIX,Equinix Inc.,"0,1612%",Other Specialty REITs,US,"83.858.368,82 USD",109.909
SHW,Sherwin-Williams Co.,"0,1608%",Paints and Coatings,US,"83.674.418,80 USD",275.426
NXPI,NXP Semiconductors NV,"0,158%",Semiconductors,NL,"82.176.921,00 USD",302.010
CEG,Constellation Energy Corp.,"0,156%",Conventional Electricity,US,"81.161.558,50 USD",373.586
PH,Parker-Hannifin Corp.,"0,1536%",Diversified Industrials,US,"79.929.977,60 USD",150.380
GD,General Dynamics Corp.,"0,153%",Defense,US,"79.584.138,68 USD",265.484
PYPL,PayPal Holdings Inc.,"0,1518%",Transaction Processing Services,US,"78.980.200,47 USD",1.253.853
HCA,HCA Healthcare Inc.,"0,1514%",Health Care Facilities,US,"78.752.351,25 USD",231.795
BDX,Becton Dickinson & Co.,"0,1506%",Medical Supplies,US,"78.372.456,32 USD",337.856
CSX,CSX Corp.,"0,1499%",Railroads,US,"78.009.075,00 USD",2.311.380
ITW,Illinois Tool Works Inc.,"0,1483%",Diversified Industrials,US,"77.170.710,50 USD",317.902
SLB,Schlumberger Ltd.,"0,1473%",Oil Equipment and Services,CW,"76.653.462,86 USD",1.670.374
MPC,Marathon Petroleum Corp.,"0,1461%",Oil Refining and Marketing,US,"76.018.595,52 USD",430.432
EMR,Emerson Electric Co.,"0,1441%",Electronic Equipment: Other,US,"74.976.268,16 USD",668.476
NOC,Northrop Grumman Corp.,"0,1429%",Defense,US,"74.351.806,88 USD",164.944
ABNB,Airbnb Inc. Class A,"0,1419%",Travel and Tourism,US,"73.847.052,48 USD",509.536
USB,US Bancorp,"0,1419%",Banks,US,"73.825.532,75 USD",1.820.605
PNC,PNC Financial Services Group Inc.,"0,141%",Banks,US,"73.352.081,67 USD",466.053
MCO,Moody's Corp.,"0,1405%",Financial Data Providers,US,"73.081.492,11 USD",184.089
PSX,Phillips 66,"0,1374%",Oil Refining and Marketing,US,"71.465.697,90 USD",502.890
MSI,Motorola Solutions Inc.,"0,136%",Telecommunications Equipment,US,"70.773.929,59 USD",193.949
APD,Air Products & Chemicals Inc.,"0,1333%",Specialty Chemicals,US,"69.341.199,90 USD",259.997
ECL,Ecolab Inc.,"0,1325%",Chemicals: Diversified,US,"68.931.588,60 USD",296.863
CTAS,Cintas Corp.,"0,1314%",Industrial Suppliers,US,"68.354.291,34 USD",100.822
FDX,FedEx Corp.,"0,1313%",Delivery Services,US,"68.282.987,08 USD",268.873
WELL,Welltower Inc.,"0,1291%",Health Care REITs,US,"67.145.296,61 USD",647.683
MAR,Marriott International Inc./MD Class A,"0,1282%",Hotels and Motels,US,"66.706.184,03 USD",288.559
ORLY,O'Reilly Automotive Inc.,"0,1279%",Specialty Retailers,US,"66.553.559,92 USD",69.092
ROP,Roper Technologies Inc.,"0,1279%",Software,US,"66.543.855,04 USD",124.904
AON,Aon plc Class A,"0,1268%",Insurance Brokers,IE,"65.952.202,08 USD",234.172
PCAR,PACCAR Inc.,"0,1266%",Commercial Vehicles and Parts,US,"65.849.232,50 USD",612.551
MMM,3M Co.,"0,1245%",Diversified Industrials,US,"64.780.365,72 USD",646.898
AIG,American International Group Inc.,"0,1245%",Full Line Insurance,US,"64.747.950,12 USD",821.466
AJG,Arthur J Gallagher & Co.,"0,1235%",Insurance Brokers,US,"64.246.261,31 USD",253.607
VLO,Valero Energy Corp.,"0,1203%",Oil Refining and Marketing,US,"62.605.518,84 USD",398.406
CARR,Carrier Global Corp.,"0,1187%",Building: Climate Control,US,"61.735.366,20 USD",976.980
EW,Edwards Lifesciences Corp.,"0,1185%",Medical Supplies,US,"61.641.330,02 USD",709.418
MCHP,Microchip Technology Inc.,"0,1181%",Semiconductors,US,"61.427.191,56 USD",631.772
COF,Capital One Financial Corp.,"0,1176%",Transaction Processing Services,US,"61.203.923,37 USD",444.699
GM,General Motors Co.,"0,1168%",Automobiles,US,"60.745.183,07 USD",1.350.193
NSC,Norfolk Southern Corp.,"0,1143%",Railroads,US,"59.457.576,80 USD",264.491
HLT,Hilton Worldwide Holdings Inc.,"0,1138%",Hotels and Motels,US,"59.179.006,00 USD",295.010
WMB,Williams Cos. Inc.,"0,1136%",Pipelines,US,"59.111.028,69 USD",1.424.019
TFC,Truist Financial Corp.,"0,1133%",Banks,US,"58.955.345,25 USD",1.561.731
TRV,Travelers Cos. Inc.,"0,1109%",Property and Casualty Insurance,US,"57.675.160,20 USD",267.386
SPG,Simon Property Group Inc.,"0,1108%",Retail REITs,US,"57.658.945,15 USD",381.065
JCI,Johnson Controls International plc,"0,1102%",Electronic Equipment: Control and Filter,IE,"57.306.517,20 USD",796.920
SRE,Sempra,"0,1091%",Multi-Utilities,US,"56.732.903,12 USD",736.504
NEM,Newmont Corp.,"0,1087%",Gold Mining,US,"56.575.340,46 USD",1.348.959
AZO,AutoZone Inc.,"0,1078%",Specialty Retailers,US,"56.105.134,70 USD",20.255
GEV,GE Vernova LLC,"0,1076%",Diversified Industrials,US,"55.975.249,80 USD",318.222
AEP,American Electric Power Co. Inc.,"0,1067%",Conventional Electricity,US,"55.506.186,75 USD",615.027
F,Ford Motor Co.,"0,1064%",Automobiles,US,"55.365.917,27 USD",4.564.379
AFL,Aflac Inc.,"0,1064%",Life Insurance,US,"55.334.037,44 USD",615.712
MRNA,Moderna Inc.,"0,1062%",Biotechnology,US,"55.267.490,30 USD",387.706
OKE,ONEOK Inc.,"0,1061%",Pipelines,US,"55.211.382,00 USD",681.622
ROST,Ross Stores Inc.,"0,1058%",Apparel Retailers,US,"55.026.866,24 USD",393.724
DLR,Digital Realty Trust Inc.,"0,1055%",Other Specialty REITs,US,"54.910.614,72 USD",377.808
CPRT,Copart Inc.,"0,1043%",Consumer Services: Misc.,US,"54.251.727,60 USD",1.022.460
TEL,TE Connectivity Ltd.,"0,1039%",Electronic Components,CH,"54.065.053,20 USD",361.156
DXCM,Dexcom Inc.,"0,103%",Medical Equipment,US,"53.572.158,66 USD",451.058
BK,Bank of New York Mellon Corp.,"0,1018%",Investment Services,US,"52.941.906,18 USD",888.138
D,Dominion Energy Inc.,"0,1015%",Conventional Electricity,US,"52.801.699,20 USD",979.260
URI,United Rentals Inc.,"0,1011%",Commercial Vehicle-Equipment Leasing,US,"52.609.601,31 USD",78.591
FIS,Fidelity National Information Services Inc.,"0,1011%",Transaction Processing Services,US,"52.605.934,64 USD",693.278
KMB,Kimberly-Clark Corp.,"0,1009%",Personal Products,US,"52.497.938,90 USD",393.833
CCI,Crown Castle Inc.,"0,10%",Infrastructure REITs,US,"52.035.457,50 USD",507.663
MET,MetLife Inc.,"0,0999%",Life Insurance,US,"51.973.383,94 USD",718.162
O,Realty Income Corp.,"0,0994%",Retail REITs,US,"51.695.615,16 USD",974.286
DHI,DR Horton Inc.,"0,0992%",Home Construction,US,"51.590.033,40 USD",349.053
ALL,Allstate Corp.,"0,0988%",Property and Casualty Insurance,US,"51.413.228,16 USD",306.908
AMP,Ameriprise Financial Inc.,"0,0984%",Asset Managers and Custodians,US,"51.204.747,58 USD",117.278
HUM,Humana Inc.,"0,0984%",Health Care Management Services,US,"51.172.483,04 USD",142.892
PRU,Prudential Financial Inc.,"0,0978%",Life Insurance,US,"50.880.489,85 USD",422.771
PSA,Public Storage,"0,0974%",Storage REITs,US,"50.688.397,47 USD",185.109
ADSK,Autodesk Inc.,"0,097%",Software,US,"50.450.400,00 USD",250.250
LHX,L3Harris Technologies Inc.,"0,0959%",Defense,US,"49.871.790,60 USD",221.820
HES,Hess Corp.,"0,0954%",Offshore Drilling and Other Services,US,"49.616.039,30 USD",321.973
NUE,Nucor Corp.,"0,0934%",Iron and Steel,US,"48.575.274,55 USD",287.683
IDXX,IDEXX Laboratories Inc.,"0,0928%",Medical Equipment,US,"48.297.576,60 USD",97.188
OXY,Occidental Petroleum Corp.,"0,0926%",Oil: Crude Producers,US,"48.184.187,50 USD",770.947
GWW,WW Grainger Inc.,"0,0914%",Industrial Suppliers,US,"47.569.451,04 USD",51.624
DOW,Dow Inc.,"0,091%",Chemicals: Diversified,US,"47.320.972,71 USD",821.117
STZ,Constellation Brands Inc. Class A,"0,0905%",Brewers,US,"47.068.012,77 USD",188.099
OTIS,Otis Worldwide Corp.,"0,0904%",Machinery: Industrial,US,"47.016.038,40 USD",473.952
PWR,Quanta Services Inc.,"0,0903%",Engineering and Contracting Services,US,"46.963.608,30 USD",170.195
IQV,IQVIA Holdings Inc.,"0,0899%",Health Care Services,US,"46.771.552,29 USD",213.481
LEN,Lennar Corp. Class A,"0,089%",Home Construction,US,"46.322.549,40 USD",288.884
PCG,PG&E Corp.,"0,089%",Conventional Electricity,US,"46.307.802,96 USD",2.497.724
SMCI,Super Micro Computer Inc.,"0,0888%",Computer Hardware,US,"46.201.362,92 USD",58.892
CTVA,Corteva Inc.,"0,0882%","Farming, Fishing, Ranching and Plantatio",US,"45.898.378,42 USD",820.493
MSCI,MSCI Inc. Class A,"0,0882%",Financial Data Providers,US,"45.874.465,56 USD",92.642
AME,AMETEK Inc.,"0,0879%",Electronic Equipment: Gauges and Meters,US,"45.736.913,06 USD",269.707
GIS,General Mills Inc.,"0,0878%",Food Products,US,"45.661.343,75 USD",664.165
YUM,Yum! Brands Inc.,"0,0868%",Restaurants and Bars,US,"45.172.966,14 USD",328.698
PAYX,Paychex Inc.,"0,0865%",Professional Business Support Services,US,"45.010.133,60 USD",374.585
CMI,Cummins Inc.,"0,0863%",Machinery: Engines,US,"44.904.099,51 USD",159.387
MNST,Monster Beverage Corp.,"0,0863%",Soft Drinks,US,"44.887.332,16 USD",864.548
CNC,Centene Corp.,"0,0861%",Health Care Management Services,US,"44.771.956,46 USD",625.394
A,Agilent Technologies Inc.,"0,086%",Medical Equipment,US,"44.724.631,14 USD",342.954
ACGL,Arch Capital Group Ltd.,"0,0856%",Full Line Insurance,BM,"44.544.601,53 USD",434.031
RSG,Republic Services Inc. Class A,"0,0855%",Waste and Disposal Services,US,"44.464.674,57 USD",240.103
FTNT,Fortinet Inc.,"0,0851%",Software,US,"44.247.084,60 USD",745.905
